Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status
976,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1280,1000000,691,4567455,,,,,,,,,,
977,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1277,1000000,691,4567455,,,,,,,,,,
978,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1278,1000000,691,4567455,,,,,,,,,,
979,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10855,1000000,691,4567455,,,,,,,,,,
980,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10827,1000000,691,4567455,,,,,,,,,,
981,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10853,1000000,691,4567455,,,,,,,,,,
982,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10888,1000000,691,4567455,,,,,,,,,,
983,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10889,1000000,691,4567455,,,,,,,,,,
984,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10890,1000000,691,4567455,,,,,,,,,,
985,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10887,1000000,691,4567455,,,,,,,,,,
986,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10891,1000000,691,4567455,,,,,,,,,,
987,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10854,1000000,691,4567455,,,,,,,,,,
988,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,10886,1000000,691,4567455,,,,,,,,,,
989,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1281,1000000,691,4567455,,,,,,,,,,
990,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1282,1000000,691,4567455,,,,,,,,,,
991,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1285,1000000,691,4567455,,,,,,,,,,
992,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1284,1000000,691,4567455,,,,,,,,,,
993,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,1283,1000000,691,4567455,,,,,,,,,,
994,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12048,1000000,691,4567455,,,,,,,,,,
995,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12050,1000000,691,4567455,,,,,,,,,,
996,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12044,1000000,691,4567455,,,,,,,,,,
997,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12047,1000000,691,4567455,,,,,,,,,,
998,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,12046,1000000,691,4567455,,,,,,,,,,
999,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,2643,1000000,691,4567455,,,,,,,,,,
1000,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,2609,1000000,691,4567455,,,,,,,,,,
1001,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,2654,1000000,691,4567455,,,,,,,,,,
1002,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,2606,1000000,691,4567455,,,,,,,,,,
1003,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,2618,1000000,691,4567455,,,,,,,,,,
1004,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11418,1000000,691,3627829,,,,,,,,,,
1005,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11416,1000000,691,3627829,,,,,,,,,,
1006,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11417,1000000,691,3627829,,,,,,,,,,
1007,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11419,1000000,691,3627829,,,,,,,,,,
1008,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11425,1000000,691,3627829,,,,,,,,,,
1009,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11426,1000000,691,3627829,,,,,,,,,,
1010,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11424,1000000,691,3627829,,,,,,,,,,
1011,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11420,1000000,691,3627829,,,,,,,,,,
1012,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11422,1000000,691,3627829,,,,,,,,,,
1013,2019-04-16,BHARATIYA JANATA PARTY,*******8244,TL,11423,1000000,691,3627829,,,,,,,,,,
1014,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2096,100000,691,4567455,,,,,,,,,,
1015,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2094,100000,691,4567455,,,,,,,,,,
1016,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2098,100000,691,4567455,,,,,,,,,,
1017,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2100,100000,691,4567455,,,,,,,,,,
1018,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2092,100000,691,4567455,,,,,,,,,,
1019,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2102,100000,691,4567455,,,,,,,,,,
1020,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2116,100000,691,4567455,,,,,,,,,,
1021,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2110,100000,691,4567455,,,,,,,,,,
1022,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2114,100000,691,4567455,,,,,,,,,,
1023,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2118,100000,691,4567455,,,,,,,,,,
1024,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2104,100000,691,4567455,,,,,,,,,,
1025,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2112,100000,691,4567455,,,,,,,,,,
1026,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2108,100000,691,4567455,,,,,,,,,,
1027,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2120,100000,691,4567455,,,,,,,,,,
1028,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2106,100000,691,4567455,,,,,,,,,,
1029,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2129,100000,691,4567455,,,,,,,,,,
1030,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2123,100000,691,4567455,,,,,,,,,,
1031,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2121,100000,691,4567455,,,,,,,,,,
1032,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2125,100000,691,4567455,,,,,,,,,,
1033,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,2127,100000,691,4567455,,,,,,,,,,
1034,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13837,100000,691,3627829,,,,,,,,,,
1035,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13831,100000,691,3627829,,,,,,,,,,
1036,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13833,100000,691,3627829,,,,,,,,,,
1037,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13835,100000,691,3627829,,,,,,,,,,
1038,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13839,100000,691,3627829,,,,,,,,,,
1039,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13836,100000,691,3627829,,,,,,,,,,
1040,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13848,100000,691,3627829,,,,,,,,,,
1041,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13868,100000,691,3627829,,,,,,,,,,
1042,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13832,100000,691,3627829,,,,,,,,,,
1043,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13852,100000,691,3627829,,,,,,,,,,
1044,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13880,100000,691,3627829,,,,,,,,,,
1045,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13874,100000,691,3627829,,,,,,,,,,
1046,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13862,100000,691,3627829,,,,,,,,,,
1047,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13878,100000,691,3627829,,,,,,,,,,
1048,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13850,100000,691,3627829,,,,,,,,,,
1049,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13856,100000,691,3627829,,,,,,,,,,
1050,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13864,100000,691,3627829,,,,,,,,,,
1051,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13866,100000,691,3627829,,,,,,,,,,
1052,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13872,100000,691,3627829,,,,,,,,,,
1053,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13844,100000,691,3627829,,,,,,,,,,
1054,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13870,100000,691,3627829,,,,,,,,,,
1055,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13854,100000,691,3627829,,,,,,,,,,
1056,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13840,100000,691,3627829,,,,,,,,,,
1057,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13846,100000,691,3627829,,,,,,,,,,
1058,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13876,100000,691,3627829,,,,,,,,,,
1059,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13838,100000,691,3627829,,,,,,,,,,
1060,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13860,100000,691,3627829,,,,,,,,,,
1061,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13842,100000,691,3627829,,,,,,,,,,
1062,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13858,100000,691,3627829,,,,,,,,,,
1063,2019-04-16,BHARATIYA JANATA PARTY,*******8244,OL,13834,100000,691,3627829,,,,,,,,,,
1064,2019-04-16,BIHAR PRADESH JANTA DAL(UNITED),*******4875,OC,741,10000000,152,6824692,,,,,,,,,,
1065,2019-04-16,BIHAR PRADESH JANTA DAL(UNITED),*******4875,OC,739,10000000,152,6824692,,,,,,,,,,
1066,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,4312,10000000,691,3627829,,,,,,,,,,
1067,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5812,10000000,691,3627829,,,,,,,,,,
1068,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5810,10000000,691,3627829,,,,,,,,,,
1069,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5814,10000000,691,3627829,,,,,,,,,,
1070,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5816,10000000,691,3627829,,,,,,,,,,
1071,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5808,10000000,691,3627829,,,,,,,,,,
1072,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6626,10000000,691,3627829,,,,,,,,,,
1073,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6628,10000000,691,3627829,,,,,,,,,,
1074,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6635,10000000,691,3627829,,,,,,,,,,
1075,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6637,10000000,691,3627829,,,,,,,,,,
1076,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6636,10000000,691,3627829,,,,,,,,,,
1077,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6634,10000000,691,3627829,,,,,,,,,,
1078,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6670,10000000,691,3627829,,,,,,,,,,
1079,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6672,10000000,691,3627829,,,,,,,,,,
1080,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12496,1000000,691,3627829,,,,,,,,,,
1081,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12494,1000000,691,3627829,,,,,,,,,,
1082,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12500,1000000,691,3627829,,,,,,,,,,
1083,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12498,1000000,691,3627829,,,,,,,,,,
1084,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12492,1000000,691,3627829,,,,,,,,,,
1085,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9539,1000000,691,3627829,,,,,,,,,,
1086,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9535,1000000,691,3627829,,,,,,,,,,
1087,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9536,1000000,691,3627829,,,,,,,,,,
1088,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9533,1000000,691,3627829,,,,,,,,,,
1089,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9532,1000000,691,3627829,,,,,,,,,,
1090,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9537,1000000,691,3627829,,,,,,,,,,
1091,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9534,1000000,691,3627829,,,,,,,,,,
1092,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9540,1000000,691,3627829,,,,,,,,,,
1093,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9538,1000000,691,3627829,,,,,,,,,,
1094,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9531,1000000,691,3627829,,,,,,,,,,
1095,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12018,1000000,691,3627829,,,,,,,,,,
1096,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12020,1000000,691,3627829,,,,,,,,,,
1097,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12025,1000000,691,3627829,,,,,,,,,,
1098,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12014,1000000,691,3627829,,,,,,,,,,
1099,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12012,1000000,691,3627829,,,,,,,,,,
1100,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12023,1000000,691,3627829,,,,,,,,,,
1101,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12021,1000000,691,3627829,,,,,,,,,,
1102,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12016,1000000,691,3627829,,,,,,,,,,
1103,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12031,1000000,691,3627829,,,,,,,,,,
1104,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12029,1000000,691,3627829,,,,,,,,,,
1105,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7534,1000000,691,3627829,,,,,,,,,,
1106,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12049,1000000,691,3627829,,,,,,,,,,
1107,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7535,1000000,691,3627829,,,,,,,,,,
1108,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7533,1000000,691,3627829,,,,,,,,,,
1109,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9436,1000000,691,3627829,,,,,,,,,,
1110,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9437,1000000,691,3627829,,,,,,,,,,
1111,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1032,1000000,691,3627829,,,,,,,,,,
1112,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1023,1000000,691,3627829,,,,,,,,,,
1113,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1041,1000000,691,3627829,,,,,,,,,,
1114,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1036,1000000,691,3627829,,,,,,,,,,
1115,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1018,1000000,691,3627829,,,,,,,,,,
1116,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23612,100000,691,3627829,,,,,,,,,,
1117,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23611,100000,691,3627829,,,,,,,,,,
1118,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23615,100000,691,3627829,,,,,,,,,,
1119,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23613,100000,691,3627829,,,,,,,,,,
1120,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23614,100000,691,3627829,,,,,,,,,,
1121,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23617,100000,691,3627829,,,,,,,,,,
1122,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23616,100000,691,3627829,,,,,,,,,,
1123,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13861,100000,691,3627829,,,,,,,,,,
1124,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13879,100000,691,3627829,,,,,,,,,,
1125,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13875,100000,691,3627829,,,,,,,,,,
1126,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13871,100000,691,3627829,,,,,,,,,,
1127,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13841,100000,691,3627829,,,,,,,,,,
1128,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13859,100000,691,3627829,,,,,,,,,,
1129,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13845,100000,691,3627829,,,,,,,,,,
1130,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13855,100000,691,3627829,,,,,,,,,,
1131,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13867,100000,691,3627829,,,,,,,,,,
1132,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13869,100000,691,3627829,,,,,,,,,,
1133,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13865,100000,691,3627829,,,,,,,,,,
1134,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13853,100000,691,3627829,,,,,,,,,,
1135,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13849,100000,691,3627829,,,,,,,,,,
1136,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13863,100000,691,3627829,,,,,,,,,,
1137,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13873,100000,691,3627829,,,,,,,,,,
1138,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13877,100000,691,3627829,,,,,,,,,,
1139,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13847,100000,691,3627829,,,,,,,,,,
1140,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13843,100000,691,3627829,,,,,,,,,,
1141,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13851,100000,691,3627829,,,,,,,,,,
1142,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13857,100000,691,3627829,,,,,,,,,,
1143,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6031,100000,691,3627829,,,,,,,,,,
1144,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6032,100000,691,3627829,,,,,,,,,,
1145,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6033,100000,691,3627829,,,,,,,,,,
1146,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6034,100000,691,3627829,,,,,,,,,,
1147,2019-04-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6035,100000,691,3627829,,,,,,,,,,
1148,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11270,1000000,152,6824692,,,,,,,,,,
1149,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11261,1000000,152,6824692,,,,,,,,,,
1150,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11269,1000000,152,6824692,,,,,,,,,,
1151,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11262,1000000,152,6824692,,,,,,,,,,
1152,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11268,1000000,152,6824692,,,,,,,,,,
1153,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11265,1000000,152,6824692,,,,,,,,,,
1154,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11264,1000000,152,6824692,,,,,,,,,,
1155,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11267,1000000,152,6824692,,,,,,,,,,
1156,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11255,1000000,152,6824692,,,,,,,,,,
1157,2019-04-16,RASHTRIYA JANTA DAL,*******2758,TL,11263,1000000,152,6824692,,,,,,,,,,
1158,2019-04-18,AAM AADMI PARTY,*******5086,TL,9567,1000000,691,2511282,,,,,,,,,,
1159,2019-04-18,AAM AADMI PARTY,*******5086,TL,9566,1000000,691,2511282,,,,,,,,,,
1160,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,TL,755,1000000,125,3911012,,,,,,,,,,
1161,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,TL,751,1000000,125,3911012,,,,,,,,,,
1162,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,TL,753,1000000,125,3911012,,,,,,,,,,
1163,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,TL,757,1000000,125,3911012,,,,,,,,,,
1164,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,TL,759,1000000,125,3911012,,,,,,,,,,
1165,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,TL,760,1000000,125,3911012,,,,,,,,,,
1166,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,8011,100000,125,3911012,,,,,,,,,,
1167,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,8007,100000,125,3911012,,,,,,,,,,
1168,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,8013,100000,125,3911012,,,,,,,,,,
1169,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,8005,100000,125,3911012,,,,,,,,,,
1170,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,8009,100000,125,3911012,,,,,,,,,,
1171,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,8001,100000,125,3911012,,,,,,,,,,
1172,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,8003,100000,125,3911012,,,,,,,,,,
1173,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3068,100000,125,3911012,,,,,,,,,,
1174,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3069,100000,125,3911012,,,,,,,,,,
1175,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3057,100000,125,3911012,,,,,,,,,,
1176,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3067,100000,125,3911012,,,,,,,,,,
1177,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3066,100000,125,3911012,,,,,,,,,,
1178,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3055,100000,125,3911012,,,,,,,,,,
1179,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3060,100000,125,3911012,,,,,,,,,,
1180,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3081,100000,125,3911012,,,,,,,,,,
1181,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3084,100000,125,3911012,,,,,,,,,,
1182,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3080,100000,125,3911012,,,,,,,,,,
1183,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3083,100000,125,3911012,,,,,,,,,,
1184,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3082,100000,125,3911012,,,,,,,,,,
1185,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3075,100000,125,3911012,,,,,,,,,,
1186,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3079,100000,125,3911012,,,,,,,,,,
1187,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3077,100000,125,3911012,,,,,,,,,,
1188,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3076,100000,125,3911012,,,,,,,,,,
1189,2019-04-18,ADYAKSHA SAMAJVADI PARTY,*******9326,OL,3078,100000,125,3911012,,,,,,,,,,
1190,2019-04-18,BHARAT RASHTRA SAMITHI,*******7477,OC,737,10000000,847,3367975,,,,,,,,,,
1191,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4273,10000000,691,5189071,,,,,,,,,,
1192,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4271,10000000,691,5189071,,,,,,,,,,
1193,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4322,10000000,691,5189071,,,,,,,,,,
1194,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4320,10000000,691,5189071,,,,,,,,,,
1265,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2836,10000000,691,2511282,,,,,,,,,,
1266,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2838,10000000,691,2511282,,,,,,,,,,
1267,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2611,10000000,691,2039265,,,,,,,,,,
